"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_"	"METHY_READ_START"	"METHY_READ_END"
"YBX1"	"0.00790494350964245"	"1"	"42682387"	"42682388"	"0.0211219457680334"	"1"	"42682387"	"42682388"	"0.00820940681188803"	"1"	"42682387"	"42682388"	"0.0132729816587177"	"1"	"42682387"	"42682388"	"0.00964136028973815"	"1"	"42682387"	"42682388"	"0.0106815766348576"	"1"	"42682387"	"42682388"	"0.00996697799549244"	"1"	"42682387"	"42682388"	"0.00995081093710656"	"1"	"42682387"	"42682388"	"0.0126038956545869"	"1"	"42682387"	"42682388"	"0.0100645870676175"	"1"	"42682387"	"42682388"	"0.0100673937705218"	"1"	"42682387"	"42682388"	"0.00788903437794093"	"1"	"42682387"	"42682388"
"CTNNB1"	"0.0106173357353758"	"3"	"41199471"	"41199472"	"0.0356607382793997"	"3"	"41199471"	"41199472"	"0.00986720215195159"	"3"	"41199471"	"41199472"	"0.0149440310117295"	"3"	"41199471"	"41199472"	"0.0230910703264487"	"3"	"41199471"	"41199472"	"0.0175709418644388"	"3"	"41199471"	"41199472"	"0.0138698203445507"	"3"	"41199471"	"41199472"	"0.0114215704783606"	"3"	"41199471"	"41199472"	"0.0349468816682774"	"3"	"41199471"	"41199472"	"0.0349772340545093"	"3"	"41199471"	"41199472"	"0.019284959175688"	"3"	"41199471"	"41199472"	"0.0113338881753262"	"3"	"41199471"	"41199472"
"RAC2"	"0.101061375351231"	"22"	"37244362"	"37244363"	"0.0894939671038799"	"22"	"37244362"	"37244363"	"0.0185978064354133"	"22"	"37244362"	"37244363"	"0.0254702941743403"	"22"	"37244362"	"37244363"	"0.054273614069794"	"22"	"37244362"	"37244363"	"0.0247311547753046"	"22"	"37244362"	"37244363"	"0.0268867897774663"	"22"	"37244362"	"37244363"	"0.0231905810035407"	"22"	"37244362"	"37244363"	"0.0369786141003645"	"22"	"37244362"	"37244363"	"0.026391725753348"	"22"	"37244362"	"37244363"	"0.0196741647491577"	"22"	"37244362"	"37244363"	"0.0172402433182748"	"22"	"37244362"	"37244363"
"SUV39H1"	"0.477756422674297"	"23"	"48696511"	"48696512"	"0.316418323214463"	"23"	"48696511"	"48696512"	"0.483773985458425"	"23"	"48696511"	"48696512"	"0.0313623614287816"	"23"	"48696511"	"48696512"	"0.59466085515244"	"23"	"48696511"	"48696512"	"0.0181449062044921"	"23"	"48696511"	"48696512"	"0.605060516435077"	"23"	"48696511"	"48696512"	"0.0187415072700859"	"23"	"48696511"	"48696512"	"0.412364004024418"	"23"	"48696511"	"48696512"	"0.018373542590868"	"23"	"48696511"	"48696512"	"0.0168263891802068"	"23"	"48696511"	"48696512"	"0.670056626069103"	"23"	"48696511"	"48696512"
"TESC"	"0.122535306562405"	"12"	"117100653"	"117100654"	"0.68608474153939"	"12"	"117100653"	"117100654"	"0.124772517101163"	"12"	"117100653"	"117100654"	"0.501284586607016"	"12"	"117100653"	"117100654"	"0.0981336659480129"	"12"	"117100653"	"117100654"	"0.106894387075083"	"12"	"117100653"	"117100654"	"0.471927500084135"	"12"	"117100653"	"117100654"	"0.656211684317799"	"12"	"117100653"	"117100654"	"0.406247929320061"	"12"	"117100653"	"117100654"	"0.150125900207065"	"12"	"117100653"	"117100654"	"0.658838787666862"	"12"	"117100653"	"117100654"	"0.502741535625982"	"12"	"117100653"	"117100654"
"SETD2"	"0.772255464972552"	"3"	"47124078"	"47124079"	"0.892536794653997"	"3"	"47124078"	"47124079"	"0.909496227915837"	"3"	"47124078"	"47124079"	"0.811598648820163"	"3"	"47124078"	"47124079"	"0.762227454933314"	"3"	"47124078"	"47124079"	"0.864998015067383"	"3"	"47124078"	"47124079"	"0.829629113872169"	"3"	"47124078"	"47124079"	"0.841745391595257"	"3"	"47124078"	"47124079"	"0.819992915283225"	"3"	"47124078"	"47124079"	"0.864204626604891"	"3"	"47124078"	"47124079"	"0.814169242062565"	"3"	"47124078"	"47124079"	"0.82457189326968"	"3"	"47124078"	"47124079"
"TPTE2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"AFAP1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CACNA1C"	"0.0563668863837804"	"12"	"2052205"	"2052206"	"0.0369856291295782"	"12"	"2052205"	"2052206"	"0.0075489575808262"	"12"	"2052205"	"2052206"	"0.0412869143679164"	"12"	"2052205"	"2052206"	"0.0368711247235819"	"12"	"2052205"	"2052206"	"0.0193563012399266"	"12"	"2052205"	"2052206"	"0.0901856517353606"	"12"	"2052205"	"2052206"	"0.020219530503657"	"12"	"2052205"	"2052206"	"0.154846343674162"	"12"	"2052205"	"2052206"	"0.032311370452358"	"12"	"2052205"	"2052206"	"0.0246696919485472"	"12"	"2052205"	"2052206"	"0.0199601966626732"	"12"	"2052205"	"2052206"
"SUZ12"	"0.0201517883329638"	"17"	"31936743"	"31936744"	"0.0408566406300824"	"17"	"31936743"	"31936744"	"0.0164933812665844"	"17"	"31936743"	"31936744"	"0.015531252014837"	"17"	"31936743"	"31936744"	"0.0174161935056386"	"17"	"31936743"	"31936744"	"0.0154647785718403"	"17"	"31936743"	"31936744"	"0.0152727851214886"	"17"	"31936743"	"31936744"	"0.0148284310840487"	"17"	"31936743"	"31936744"	"0.0139132416819467"	"17"	"31936743"	"31936744"	"0.0160454164174873"	"17"	"31936743"	"31936744"	"0.015387861869471"	"17"	"31936743"	"31936744"	"0.0155209573833681"	"17"	"31936743"	"31936744"
"PURA"	"0.0197912549662084"	"5"	"140114027"	"140114028"	"0.0387195107855892"	"5"	"140114027"	"140114028"	"0.00736548094707958"	"5"	"140114027"	"140114028"	"0.0198502391937017"	"5"	"140114027"	"140114028"	"0.0171117945906543"	"5"	"140114027"	"140114028"	"0.0189293561039405"	"5"	"140114027"	"140114028"	"0.0176803374694985"	"5"	"140114027"	"140114028"	"0.0163445714124882"	"5"	"140114027"	"140114028"	"0.0264757808497836"	"5"	"140114027"	"140114028"	"0.0227804082249894"	"5"	"140114027"	"140114028"	"0.0145374496379475"	"5"	"140114027"	"140114028"	"0.0174889437198237"	"5"	"140114027"	"140114028"
"AURKA"	"0.00850990944301057"	"20"	"56392441"	"56392442"	"0.0156725438997552"	"20"	"56392441"	"56392442"	"0.00572150025188142"	"20"	"56392441"	"56392442"	"0.00831188157095571"	"20"	"56392441"	"56392442"	"0.00948361168451033"	"20"	"56392441"	"56392442"	"0.0081288967407335"	"20"	"56392441"	"56392442"	"0.0085892597369394"	"20"	"56392441"	"56392442"	"0.00689570865591667"	"20"	"56392441"	"56392442"	"0.00906604757734191"	"20"	"56392441"	"56392442"	"0.010443236827203"	"20"	"56392441"	"56392442"	"0.00905675924660277"	"20"	"56392441"	"56392442"	"0.00624332715908177"	"20"	"56392441"	"56392442"
"CDT1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"GDE1"	"0.0177606839640468"	"16"	"19522088"	"19522089"	"0.0409136261992208"	"16"	"19522088"	"19522089"	"0.0166457398285765"	"16"	"19522088"	"19522089"	"0.0212959316174529"	"16"	"19522088"	"19522089"	"0.0273912348982773"	"16"	"19522088"	"19522089"	"0.0199906887648874"	"16"	"19522088"	"19522089"	"0.0233833059022251"	"16"	"19522088"	"19522089"	"0.0179426052021047"	"16"	"19522088"	"19522089"	"0.0292469748026684"	"16"	"19522088"	"19522089"	"0.0284610122791222"	"16"	"19522088"	"19522089"	"0.0203781344941079"	"16"	"19522088"	"19522089"	"0.0152774190973768"	"16"	"19522088"	"19522089"
"CCND1"	"0.0377864141983897"	"11"	"69640509"	"69640510"	"0.0866088065611013"	"11"	"69640509"	"69640510"	"0.0284224663736748"	"11"	"69640509"	"69640510"	"0.044117857077424"	"11"	"69640509"	"69640510"	"0.0343162683064232"	"11"	"69640509"	"69640510"	"0.0327575475634516"	"11"	"69640509"	"69640510"	"0.0336417459538975"	"11"	"69640509"	"69640510"	"0.0358544300534639"	"11"	"69640509"	"69640510"	"0.0322762975111094"	"11"	"69640509"	"69640510"	"0.0420213514447722"	"11"	"69640509"	"69640510"	"0.0286471198626391"	"11"	"69640509"	"69640510"	"0.0395263630983206"	"11"	"69640509"	"69640510"
"CCNE1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TSHR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FSD1"	"0.551123658971648"	"19"	"4304337"	"4304338"	"0.429486447043341"	"19"	"4304337"	"4304338"	"0.371100996733647"	"19"	"4304337"	"4304338"	"0.464693000968803"	"19"	"4304337"	"4304338"	"0.350560823349074"	"19"	"4304337"	"4304338"	"0.261218506325149"	"19"	"4304337"	"4304338"	"0.651698503375608"	"19"	"4304337"	"4304338"	"0.716031645087"	"19"	"4304337"	"4304338"	"0.64472010815944"	"19"	"4304337"	"4304338"	"0.518479670514308"	"19"	"4304337"	"4304338"	"0.701115662904395"	"19"	"4304337"	"4304338"	"0.231873788015559"	"19"	"4304337"	"4304338"
"AMOT"	"0.281744844497053"	"23"	"112841220"	"112841221"	"0.09015967994132"	"23"	"112841220"	"112841221"	"0.0282720708756684"	"23"	"112841220"	"112841221"	"0.0238943888204827"	"23"	"112841220"	"112841221"	"0.388078241349729"	"23"	"112841220"	"112841221"	"0.020483295789492"	"23"	"112841220"	"112841221"	"0.171988773598903"	"23"	"112841220"	"112841221"	"0.0200674551831558"	"23"	"112841220"	"112841221"	"0.189775182221573"	"23"	"112841220"	"112841221"	"0.0364597366140161"	"23"	"112841220"	"112841221"	"0.0192115671263577"	"23"	"112841220"	"112841221"	"0.512723445082466"	"23"	"112841220"	"112841221"
"CLDN5"	"0.701511310665094"	"22"	"19525189"	"19525190"	"0.913386937183872"	"22"	"19525189"	"19525190"	"0.770270090052457"	"22"	"19525189"	"19525190"	"0.749768099483051"	"22"	"19525189"	"19525190"	"0.721500734596242"	"22"	"19525189"	"19525190"	"0.639392466436044"	"22"	"19525189"	"19525190"	"0.725416510874499"	"22"	"19525189"	"19525190"	"0.57700312613252"	"22"	"19525189"	"19525190"	"0.692698695982096"	"22"	"19525189"	"19525190"	"0.833314801493458"	"22"	"19525189"	"19525190"	"0.668277496466913"	"22"	"19525189"	"19525190"	"0.261746728754082"	"22"	"19525189"	"19525190"
"OCLN"	"0.0271776767197594"	"5"	"69492346"	"69492347"	"0.0565754986550581"	"5"	"69492346"	"69492347"	"0.0164556540849714"	"5"	"69492346"	"69492347"	"0.028528677731243"	"5"	"69492346"	"69492347"	"0.0226765670422971"	"5"	"69492346"	"69492347"	"0.0198083583590784"	"5"	"69492346"	"69492347"	"0.0356217908333552"	"5"	"69492346"	"69492347"	"0.0192633919267322"	"5"	"69492346"	"69492347"	"0.0442896917315631"	"5"	"69492346"	"69492347"	"0.0281737670005337"	"5"	"69492346"	"69492347"	"0.0128791731728469"	"5"	"69492346"	"69492347"	"0.0159546386763572"	"5"	"69492346"	"69492347"
"TJP1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"C5"	"0.669588243213661"	"9"	"121050866"	"121050867"	"0.759396448922684"	"9"	"121050866"	"121050867"	"0.913597593343926"	"9"	"121050866"	"121050867"	"0.665982558619427"	"9"	"121050866"	"121050867"	"0.850187442427528"	"9"	"121050866"	"121050867"	"0.8690593917471"	"9"	"121050866"	"121050867"	"0.838451129348231"	"9"	"121050866"	"121050867"	"0.927826505242657"	"9"	"121050866"	"121050867"	"0.555571896530761"	"9"	"121050866"	"121050867"	"0.655292123815867"	"9"	"121050866"	"121050867"	"0.910262077284629"	"9"	"121050866"	"121050867"	"0.882734354066027"	"9"	"121050866"	"121050867"
"AHCY"	"0.0110521011810381"	"20"	"34303283"	"34303284"	"0.0367908301021394"	"20"	"34303283"	"34303284"	"0.00433129255529954"	"20"	"34303283"	"34303284"	"0.0154565206963888"	"20"	"34303283"	"34303284"	"0.0172462293074784"	"20"	"34303283"	"34303284"	"0.018336910870772"	"20"	"34303283"	"34303284"	"0.012916441516117"	"20"	"34303283"	"34303284"	"0.0100955226269575"	"20"	"34303283"	"34303284"	"0.0178134417539376"	"20"	"34303283"	"34303284"	"0.0205847153964837"	"20"	"34303283"	"34303284"	"0.0159289268599385"	"20"	"34303283"	"34303284"	"0.020719641122303"	"20"	"34303283"	"34303284"
"TNFRSF10A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ANGPT2"	"0.338990099358188"	"8"	"6562985"	"6562986"	"0.42117792189185"	"8"	"6562985"	"6562986"	"0.852297052932656"	"8"	"6562985"	"6562986"	"0.757661227587562"	"8"	"6562985"	"6562986"	"0.76210321066396"	"8"	"6562985"	"6562986"	"0.790634005083762"	"8"	"6562985"	"6562986"	"0.744851154669063"	"8"	"6562985"	"6562986"	"0.677094627098059"	"8"	"6562985"	"6562986"	"0.502782231849371"	"8"	"6562985"	"6562986"	"0.818110729700324"	"8"	"6562985"	"6562986"	"0.843307555058853"	"8"	"6562985"	"6562986"	"0.327838951716801"	"8"	"6562985"	"6562986"
"NEGR1"	"0.00882340292436903"	"1"	"72283332"	"72283333"	"0.0128348098065222"	"1"	"72283332"	"72283333"	"0.116408013026044"	"1"	"72283332"	"72283333"	"0.0141473465264796"	"1"	"72283332"	"72283333"	"0.011693044784104"	"1"	"72283332"	"72283333"	"0.0114048227716204"	"1"	"72283332"	"72283333"	"0.0276778753257642"	"1"	"72283332"	"72283333"	"0.00694662377389229"	"1"	"72283332"	"72283333"	"0.0186471011643986"	"1"	"72283332"	"72283333"	"0.0151774680457663"	"1"	"72283332"	"72283333"	"0.0102161626982011"	"1"	"72283332"	"72283333"	"0.0206537069345582"	"1"	"72283332"	"72283333"
"BDH2"	"0.162014597183069"	"4"	"103099792"	"103099793"	"0.52718399467684"	"4"	"103099792"	"103099793"	"0.0943683894403869"	"4"	"103099792"	"103099793"	"0.0424233695593297"	"4"	"103099792"	"103099793"	"0.356573953533701"	"4"	"103099792"	"103099793"	"0.162898128509969"	"4"	"103099792"	"103099793"	"0.35586144389729"	"4"	"103099792"	"103099793"	"0.065359826634835"	"4"	"103099792"	"103099793"	"0.395960909060437"	"4"	"103099792"	"103099793"	"0.307373007080251"	"4"	"103099792"	"103099793"	"0.434836454846275"	"4"	"103099792"	"103099793"	"0.0643688602982215"	"4"	"103099792"	"103099793"
"LAMB3"	"0.885564106761587"	"1"	"209652511"	"209652512"	"0.959807684081006"	"1"	"209652511"	"209652512"	"0.149739905995963"	"1"	"209652511"	"209652512"	"0.41432042650447"	"1"	"209652511"	"209652512"	"0.833370586564054"	"1"	"209652511"	"209652512"	"0.958854138148466"	"1"	"209652511"	"209652512"	"0.539255236949222"	"1"	"209652511"	"209652512"	"0.308134076578914"	"1"	"209652511"	"209652512"	"0.700481351151763"	"1"	"209652511"	"209652512"	"0.70661470042064"	"1"	"209652511"	"209652512"	"0.876779234200996"	"1"	"209652511"	"209652512"	"0.246215202355888"	"1"	"209652511"	"209652512"
"LAMC2"	"0.358856640502893"	"1"	"183185643"	"183185644"	"0.923313491818573"	"1"	"183185643"	"183185644"	"0.582115551209102"	"1"	"183185643"	"183185644"	"0.473908233774371"	"1"	"183185643"	"183185644"	"0.238836979976032"	"1"	"183185643"	"183185644"	"0.662180719263686"	"1"	"183185643"	"183185644"	"0.34966309163692"	"1"	"183185643"	"183185644"	"0.205491918450304"	"1"	"183185643"	"183185644"	"0.543700219534602"	"1"	"183185643"	"183185644"	"0.572279028820953"	"1"	"183185643"	"183185644"	"0.691453774643996"	"1"	"183185643"	"183185644"	"0.253028405757571"	"1"	"183185643"	"183185644"
"FEZF1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"MACC1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"NTN4"	"0.0236210859598518"	"12"	"95791187"	"95791188"	"0.0186083622525096"	"12"	"95791187"	"95791188"	"0.00980156005025314"	"12"	"95791187"	"95791188"	"0.0222689080222486"	"12"	"95791187"	"95791188"	"0.0355882804863316"	"12"	"95791187"	"95791188"	"0.0118797890584653"	"12"	"95791187"	"95791188"	"0.0216600141682875"	"12"	"95791187"	"95791188"	"0.0148696940788034"	"12"	"95791187"	"95791188"	"0.0220521158682587"	"12"	"95791187"	"95791188"	"0.0314986336234363"	"12"	"95791187"	"95791188"	"0.02186727281832"	"12"	"95791187"	"95791188"	"0.0147972116866765"	"12"	"95791187"	"95791188"
"PDLIM2"	"0.603137944908305"	"8"	"22578733"	"22578734"	"0.179699234061732"	"8"	"22578733"	"22578734"	"0.0736197923941958"	"8"	"22578733"	"22578734"	"0.0818198532459323"	"8"	"22578733"	"22578734"	"0.332442409919734"	"8"	"22578733"	"22578734"	"0.259488588542985"	"8"	"22578733"	"22578734"	"0.0300307142279328"	"8"	"22578733"	"22578734"	"0.0123682066032119"	"8"	"22578733"	"22578734"	"0.0308372118535466"	"8"	"22578733"	"22578734"	"0.397159743384211"	"8"	"22578733"	"22578734"	"0.0167324172310613"	"8"	"22578733"	"22578734"	"0.0220427888470928"	"8"	"22578733"	"22578734"
"KRT7"	"0.0370554670841258"	"12"	"52233047"	"52233048"	"0.085341844950103"	"12"	"52233047"	"52233048"	"0.028249481066159"	"12"	"52233047"	"52233048"	"0.0525296080472604"	"12"	"52233047"	"52233048"	"0.437084035414916"	"12"	"52233047"	"52233048"	"0.0406886731345031"	"12"	"52233047"	"52233048"	"0.0754426218011657"	"12"	"52233047"	"52233048"	"0.569352498741518"	"12"	"52233047"	"52233048"	"0.418842394917937"	"12"	"52233047"	"52233048"	"0.652802325807199"	"12"	"52233047"	"52233048"	"0.0891591977329529"	"12"	"52233047"	"52233048"	"0.730631100817903"	"12"	"52233047"	"52233048"
"SMAD4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HDAC7"	"0.887290880942542"	"12"	"47798903"	"47798904"	"0.940894773727654"	"12"	"47798903"	"47798904"	"0.93945291905972"	"12"	"47798903"	"47798904"	"0.849019242922338"	"12"	"47798903"	"47798904"	"0.885586994692952"	"12"	"47798903"	"47798904"	"0.906684407224795"	"12"	"47798903"	"47798904"	"0.903788590506437"	"12"	"47798903"	"47798904"	"0.884536585528002"	"12"	"47798903"	"47798904"	"0.912651605008213"	"12"	"47798903"	"47798904"	"0.924924939939694"	"12"	"47798903"	"47798904"	"0.886125698874812"	"12"	"47798903"	"47798904"	"0.893305026546857"	"12"	"47798903"	"47798904"
"LATS2"	"0.0120612890053068"	"13"	"21060806"	"21060807"	"0.0182922094810771"	"13"	"21060806"	"21060807"	"0.00937168241585348"	"13"	"21060806"	"21060807"	"0.0607004307199636"	"13"	"21060806"	"21060807"	"0.0115520279873536"	"13"	"21060806"	"21060807"	"0.0172495803031986"	"13"	"21060806"	"21060807"	"0.0802763242161686"	"13"	"21060806"	"21060807"	"0.260259955494874"	"13"	"21060806"	"21060807"	"0.01764301919744"	"13"	"21060806"	"21060807"	"0.0139694779515409"	"13"	"21060806"	"21060807"	"0.0114412268433308"	"13"	"21060806"	"21060807"	"0.0128845961073029"	"13"	"21060806"	"21060807"
"PROM1"	"0.930880079340129"	"4"	"16075701"	"16075702"	"0.920839660930052"	"4"	"16075701"	"16075702"	"0.966129268704503"	"4"	"16075701"	"16075702"	"0.977020415473853"	"4"	"16075701"	"16075702"	"0.964709401288949"	"4"	"16075701"	"16075702"	"0.975593044420396"	"4"	"16075701"	"16075702"	"0.95750235777209"	"4"	"16075701"	"16075702"	"0.968074770788895"	"4"	"16075701"	"16075702"	"0.927993368561355"	"4"	"16075701"	"16075702"	"0.972685651558944"	"4"	"16075701"	"16075702"	"0.969010306606485"	"4"	"16075701"	"16075702"	"0.975645515845472"	"4"	"16075701"	"16075702"
"CDK2"	"0.019182941564472"	"12"	"55966630"	"55966631"	"0.0299486544436001"	"12"	"55966630"	"55966631"	"0.0121705749493346"	"12"	"55966630"	"55966631"	"0.0270947594802748"	"12"	"55966630"	"55966631"	"0.0241213591360302"	"12"	"55966630"	"55966631"	"0.0183559203046215"	"12"	"55966630"	"55966631"	"0.0196198952050516"	"12"	"55966630"	"55966631"	"0.0221853676695056"	"12"	"55966630"	"55966631"	"0.0261257145633287"	"12"	"55966630"	"55966631"	"0.0262506531599339"	"12"	"55966630"	"55966631"	"0.0160471472872732"	"12"	"55966630"	"55966631"	"0.0204968846293261"	"12"	"55966630"	"55966631"
"EIF4A3"	"0.0185523312640309"	"17"	"80146915"	"80146916"	"0.0628661608356893"	"17"	"80146915"	"80146916"	"0.0316351802228329"	"17"	"80146915"	"80146916"	"0.0200369788884022"	"17"	"80146915"	"80146916"	"0.0403868917202211"	"17"	"80146915"	"80146916"	"0.0295795568303835"	"17"	"80146915"	"80146916"	"0.0283485602187348"	"17"	"80146915"	"80146916"	"0.0267396837737539"	"17"	"80146915"	"80146916"	"0.034146476767681"	"17"	"80146915"	"80146916"	"0.0719699195249663"	"17"	"80146915"	"80146916"	"0.014938096475653"	"17"	"80146915"	"80146916"	"0.0407851218939857"	"17"	"80146915"	"80146916"
"C1QBP"	"0.0277703668552526"	"17"	"5439126"	"5439127"	"0.0750114659020167"	"17"	"5439126"	"5439127"	"0.0329446307266817"	"17"	"5439126"	"5439127"	"0.0238656743174744"	"17"	"5439126"	"5439127"	"0.0307795071014113"	"17"	"5439126"	"5439127"	"0.0227201401195977"	"17"	"5439126"	"5439127"	"0.0363571515258865"	"17"	"5439126"	"5439127"	"0.0351618101296363"	"17"	"5439126"	"5439127"	"0.0287874953867665"	"17"	"5439126"	"5439127"	"0.0299081016710999"	"17"	"5439126"	"5439127"	"0.023196796126458"	"17"	"5439126"	"5439127"	"0.0327814493500618"	"17"	"5439126"	"5439127"
"ZNF174"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CAMK2D"	"0.0113304809156166"	"4"	"113761457"	"113761458"	"0.0329689716802554"	"4"	"113761457"	"113761458"	"0.00685418353065909"	"4"	"113761457"	"113761458"	"0.00890111398338043"	"4"	"113761457"	"113761458"	"0.0114639951825396"	"4"	"113761457"	"113761458"	"0.0101894982985317"	"4"	"113761457"	"113761458"	"0.0137570406644799"	"4"	"113761457"	"113761458"	"0.00894678174099473"	"4"	"113761457"	"113761458"	"0.0124260340999653"	"4"	"113761457"	"113761458"	"0.0126289108518443"	"4"	"113761457"	"113761458"	"0.010378656780126"	"4"	"113761457"	"113761458"	"0.00948900039927426"	"4"	"113761457"	"113761458"
"DUSP6"	"0.0215134904257063"	"12"	"89352641"	"89352642"	"0.0480539455064147"	"12"	"89352641"	"89352642"	"0.00777026911044766"	"12"	"89352641"	"89352642"	"0.0158445354550329"	"12"	"89352641"	"89352642"	"0.0212285586325367"	"12"	"89352641"	"89352642"	"0.0199007147510485"	"12"	"89352641"	"89352642"	"0.0155923052859622"	"12"	"89352641"	"89352642"	"0.0182424243704354"	"12"	"89352641"	"89352642"	"0.0303250939634574"	"12"	"89352641"	"89352642"	"0.0186566748097487"	"12"	"89352641"	"89352642"	"0.014510205992202"	"12"	"89352641"	"89352642"	"0.013569065528719"	"12"	"89352641"	"89352642"
